公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,Python 开发,1-3年,本科,10k-15k,稳定
北京智能优学科技有限公司,熊猫加加,15-50人,未融资,朝阳区,Python高级开发工程师,3-5年,本科,25k-30k,"五险一金,技术大牛,团队出游,部门聚餐"
北京小龙虾科技有限公司,聚宽 JoinQuant,50-150人,B轮,朝阳区,python研发工程师,1-3年,本科,20k-25k,"扁平化管理,免费中午餐,下午茶零食,六险一金"
京东金融,京东金融,2000人以上,上市公司,大兴区,高级Python开发工程师,5-10年,本科,20k-40k,"班车,餐补"
北京超盟数据科技有限公司,超盟数据,50-150人,A轮,朝阳区,中级python开发工程师,3-5年,本科,20k-30k,"前沿领域,新市场,新机遇,新挑战"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,Python开发,3-5年,本科,20k-40k,"六险一金,年假,上市公司,大平台"
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,Python工程师-赴微软小冰,1-3年,本科,8k-10k,"六险一金,带薪年假,节日福利,弹性工作"
中电信用服务有限公司,中电信用,50-150人,未融资,海淀区,Python工程师,5-10年,本科,15k-25k,"五险一金,带薪年假,餐补车补,定期体检"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,西城区,Python 开发工程师,3-5年,本科,15k-17k,"金融央企,五险一金"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,python工程师,不限,本科,30k-45k,"大牛同事,机器学习,六险一金,丰厚年终奖"
路书（北京）科技有限公司,路书,50-150人,A轮,朝阳区,高级python研发工程师,5-10年,本科,25k-40k,"优秀团队,高颜值产品,年度旅游,扁平化管理"
上海裕木信息科技有限公司,裕木科技,50-150人,未融资,朝阳区,资深python工程师,5-10年,本科,35K-70K,"行业前景好,顶级团队,薪资高,产品业绩好"
北京来也网络科技有限公司,助理来也,50-150人,B轮,海淀区,Python开发工程师,3-5年,本科,20k-40k,"人工智能,弹性工作,扁平管理,技术牛人"
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,海淀区,Python架构师,5-10年,本科,35k-60k,"硅谷范办公,六险一金,水果零食,团队氛围佳"
北京天广汇通科技有限公司,天广汇通,50-150人,不需要融资,海淀区,python开发工程师,3-5年,本科,15k-25k,软件工程师
北京雷石世纪科技有限公司,北京雷石公司,150-500人,A轮,朝阳区,Python工程师,1-3年,大专,10k-20k,"补充医疗险,弹性工作制"
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,Python工程师,3-5年,本科,15k-25k,来吧，与技术大牛过招吧！
北京小龙虾科技有限公司,聚宽 JoinQuant,50-150人,B轮,朝阳区,python工程师,不限,本科,20k-35k,"免费中晚餐,下午茶,六险一金,扁平化管理"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,Python开发工程师,3-5年,本科,15k-25k,平台好，发展空间大
武汉平安中信置业有限公司,武汉平安中信置业有限公司,150-500人,不需要融资,海淀区,python开发工程师,5-10年,本科,20k-40k,技术大牛聚集地
TCL集团股份有限公司,TCL互联网事业本部,150-500人,不需要融资,海淀区,python 开发工程师,1-3年,本科,12k-20k,大平台 快速成长 nice领导 逗比同事
北京超盟数据科技有限公司,超盟数据,50-150人,A轮,朝阳区,高级Python工程师,3-5年,本科,30k-45k,"弹性考勤,扁平管理,高发展空间"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,Python 3 开发 (MJ000552),1-3年,本科,20k-35k,"三餐,健身房,mac"
混沌时代（北京）教育科技有限公司,混沌大学,150-500人,不需要融资,海淀区,python后台工程师,3-5年,本科,20k-40k,"弹性工作,六险一金,学习氛围,绩效奖金"
音未文化传媒有限责任公司,V.FINE MUSIC,50-150人,A轮,朝阳区,python后端,3-5年,本科,25k-30k,产品类型大而少见。挑战性强。
北京春雨天下软件有限公司,春雨医生,150-500人,C轮,海淀区,python,不限,本科,18k-36k,"弹性工作制,技术氛围好,感谢基金,精英团队"
路书（北京）科技有限公司,路书,50-150人,A轮,朝阳区,python研发工程师,3-5年,本科,18k-30k,"期权分享,高颜值产品,年度旅游,弹性工作制"
爱赛因斯（北京）科技有限公司,PMCAFF产品经理社区,15-50人,A轮,朝阳区,Python工程师,3-5年,本科,15k-30k,项目好
国美金控投资有限公司,国美金控,2000人以上,未融资,朝阳区,python研发工程师,5-10年,本科,30k-40k,"大平台,新项目,领导卓越"
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,朝阳区,python开发工程师,3-5年,本科,14k-26k,带薪年假 五险一金
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,python高级工程师/开发专家,3-5年,本科,25k-50k,发展空间大
北京南天软件有限公司,南软,500-2000人,上市公司,海淀区,Python开发工程师,3-5年,本科,10k-18k,"五险一金,年终奖金,带薪年假,交补话补"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,Python 开发工程师,1-3年,本科,18k-36k,健康三餐 免费健身游泳 大牛团队
云孚科技（北京）有限公司,云孚科技,15-50人,不需要融资,海淀区,Python研发工程师,不限,本科,6k-12k,"大牛直接带,顶级挑战,高速成长"
混沌时代（北京）教育科技有限公司,混沌大学,150-500人,不需要融资,海淀区,python后台工程师,1-3年,本科,15k-25k,"五险一金,补充医疗,定期体检,弹性工作"
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,Python开发（赴百度）,不限,本科,10k-14k,"大平台,六险一金,带薪年假,弹性上班制"
北京墨迹风云科技股份有限公司,墨迹天气,150-500人,C轮,朝阳区,Python开发工程师,3-5年,本科,15k-25k,"5亿用户,六险一金"
北京一览科技有限公司,一览科技,150-500人,B轮,朝阳区,python开发工程师,3-5年,本科,20k-40k,福利优厚
北京七彩焕腾科技有限公司,七彩焕腾,150-500人,B轮,朝阳区,高级python开发工程师,5-10年,本科,25k-35k,bat
安一恒通（北京）科技有限公司,度小满金融,500-2000人,A轮,海淀区,Python工程师,1-3年,本科,15k-30k,"技术过硬,经验丰富"
北京大米未来科技有限公司,VIPKID,2000人以上,D轮及以上,朝阳区,Python开发工程师,3-5年,本科,18k-35k,"住房补贴,优厚待遇,福利多,专属班车"
北京信链科技有限公司,信链科技,150-500人,A轮,朝阳区,高级Python开发工程师,5-10年,大专,20k-40k,风口行业、发展空间、五险一金
北京律金汇科技有限公司,律金汇科技,50-150人,不需要融资,海淀区,Python高级开发工程师,3-5年,本科,15k-20k,"岗位晋升,下午茶,偏平管理,地铁周边"
上海栗德机电工程技术有限公司,上海栗德机电工程技术有限公司,150-500人,未融资,海淀区,Python开发工程师,5-10年,本科,20k-40k,薪资待遇好、福利好、公司氛围好
昆仑智汇数据科技（北京）有限公司,K2DATA,50-150人,B轮,海淀区,软件开发工程师（Python）,3-5年,本科,15k-30k,行业大牛
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,朝阳区,python开发工程师,3-5年,本科,15k-30k,"知名大厂,技术氛围浓,技术大牛多,成长快"
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python讲师,3-5年,本科,20k-30k,"五险一金,补助"
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,Python开发,不限,本科,10k-13k,"大公司,六险一金,人工智能,班车食堂"
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,Python开发工程师,3-5年,本科,15k-30k,"前沿技术,丰富下午茶,弹性工作,扁平管理"
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,海淀区,Python开发,3-5年,大专,9k-18k,"周末双休,团建活动"
颐月信息技术（北京）有限公司,标准普惠,15-50人,A轮,朝阳区,python开发工程师,1-3年,本科,15k-25k,"技术挑战,发展空间,扁平化"
星辰天合（北京）数据科技有限公司,XSKY,150-500人,C轮,海淀区,存储应用开发工程师-Java/GO/Python,3-5年,本科,18k-35k,"完善福利,人性化管理,扁平化管理"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,校招-Python/Golang研发工程师,不限,本科,10k-15k,"六险一金,技能培训,节日福利,免费三餐"
北京优虎商务服务有限公司,老虎集团,150-500人,C轮,朝阳区,Python开发工程师,1-3年,本科,20k-35k,"六险一金,绩效奖金,发展空间大,股票期权"
北京健康有益科技有限公司,健康有益,50-150人,未融资,朝阳区,python后端高级开发工程师,3-5年,本科,15k-30k,"薪酬,机会,福利"
北京升鑫网络科技有限公司,青藤云安全,15-50人,A轮,海淀区,python开发实习生,应届毕业生,硕士,2k-3k,"不打卡,业内大牛"
互影科技（北京）有限公司,互影科技,15-50人,不需要融资,朝阳区,Python开发工程师,5-10年,本科,15k-20k,"顶尖风投,快速爆发期,成长氛围好,年底双薪"
宁波艾莫投资管理有限公司,IMO,150-500人,不需要融资,朝阳区,python开发工程师,1-3年,本科,20k-40k,团队背景强大；优质项目；五险一金；
北京缔联科技有限公司,缔联科技,50-150人,B轮,海淀区,Python开发工程师,3-5年,本科,10k-20k,"周末双休,法定节假日,六险一金,年底双薪"
北京启明合心科技有限公司,合心科技,50-150人,B轮,海淀区,中级python开发工程师,不限,本科,20k-35k,"领导好,不打卡,午晚餐,年底双薪"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,Python后端工程师,3-5年,本科,25k-50k,大牛多
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,Python高级开发工程师,3-5年,硕士,20k-30k,业界第一视频公司，待遇优厚，发展前景广阔
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,高级Java/PHP/Python工程师,3-5年,本科,15k-30k,"带薪年假,福利多,办公环境好,氛围自由"
三只肥猴（北京）信息技术有限公司,三只肥猴,少于15人,未融资,海淀区,Python工程师,1-3年,本科,7k-10k,"前沿技术,团队融洽,带薪假期,上升空间大"
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,高级python开发工程师,3-5年,本科,20k-40k,"发展空间大,优质团队"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,Python高级研发工程师,3-5年,本科,25k-45k,"弹性时间,技术大牛,年度旅游,福利齐全"
维我软件（上海）有限公司北京分公司,Veeva,500-2000人,上市公司,朝阳区,高级Python工程师,5-10年,本科,25k-35k,纽交所上市 美资 生命科学 股票
北京步鼎方舟科技有限公司,微车,150-500人,C轮,海淀区,Python架构师,5-10年,本科,30k-60k,带薪年假、五险一金、一日三餐、定期体检
美景听听（北京）科技有限公司,美景听听App,15-50人,A轮,西城区,Python高级开发工程师,3-5年,本科,15k-30k,"优秀团队,气氛活跃,扁平化管理"
北京知源智生信息科技有限公司,知源智生,50-150人,不需要融资,海淀区,python工程师,3-5年,本科,15k-30k,"领导好,学术氛围,免费零食,弹性工作"
颐邦（北京）医院管理有限公司,颐邦科技,少于15人,天使轮,海淀区,Python研发工程师,1-3年,本科,15k-25k,"团队优秀,技术强,薪酬高,福利好"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,Python开发工程师-变现业务,1-3年,本科,25k-40k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,Python助教,1-3年,本科,6k-8k,"空间无限大,领导好,团队优秀,团队氛围好"
北京蚂蜂窝网络科技有限公司,马蜂窝,500-2000人,D轮及以上,朝阳区,python开发工程师 (MJ000414),1-3年,不限,20k-30k,"免费早午饭,免费班车,年度旅游,六险一金"
北京多贝兄弟信息技术有限公司,多贝网,50-150人,上市公司,海淀区,python开发,应届毕业生,本科,10k-20k,"六险一金,免费午餐,极客氛围,薪资高"
北京下厨房科技有限公司,下厨房,50-150人,B轮,海淀区,Python开发工程师,1-3年,本科,15k-25k,"带薪年假多,免费午餐,弹性工作制,工作氛围佳"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python高级/中级研发工程师,3-5年,本科,20k-40k,"完善的福利,团队精湛,技术挑战"
北京棣南新宇科技有限公司,棣南新宇,50-150人,不需要融资,海淀区,Python高级开发工程师,3-5年,本科,15k-20k,"创造,实实在在,价值"
北京天融信网络安全,北京天融信公司,2000人以上,上市公司,海淀区,python开发工程师,1-3年,本科,10k-15k,"七险一金,年终奖,带薪年假,带薪病假"
北京多贝兄弟信息技术有限公司,多贝网,50-150人,上市公司,海淀区,python开发,应届毕业生,本科,10k-20k,"六险一金,免费午餐,不打卡,纯技术团队"
福州必全网络科技有限公司,必全网络,15-50人,天使轮,朝阳区,python程序员,1年以下,本科,6k-10k,五险一金；包住宿
北京外麦王科技有限公司,外麦王,150-500人,A轮,海淀区,Python高级开发工程师,5-10年,本科,15k-30k,提供住宿 团队好 待遇好
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,Python开发工程师,1-3年,本科,20k-40k,"弹性工作,发展空间大,千万级用户,行业独"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级python工程师,3-5年,本科,30k-60k,六险一金，高薪期权，弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，团队氛围好，优厚薪资
京东金融,京东金融,2000人以上,上市公司,大兴区,高级Python开发工程师,5-10年,本科,20k-40k,"班车,餐补"
北京共识无限科技有限公司,共识无限,15-50人,A轮,朝阳区,python中高级工程师,3-5年,本科,20k-30k,"弹性时间,六险一金,发展空间大"
北京刷刷看网络科技有限公司,北京刷刷看网络科技有限公司,50-150人,未融资,朝阳区,Python,1-3年,本科,20k-35k,地铁周边全新项目牛人大咖多扁平化管理
北京思维造物信息科技有限公司,罗辑思维,150-500人,D轮及以上,朝阳区,Python开发工程师,3-5年,本科,25k-50k,"大咖云集,技术氛围好"
成都联想软件有限公司,联想,500-2000人,不需要融资,海淀区,python工程师,3-5年,本科,30k-60k,技术部
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,Python研发工程师,5-10年,本科,20k-40k,"优质团队,福利待遇"
溪流科技（北京）有限公司,溪流科技,15-50人,未融资,朝阳区,Python开发工程师,3-5年,本科,12k-24k,"成长空间大,团队文化好,六险一金,周末双休"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,Python/Django web开发工程师,3-5年,本科,20k-35k,"福利好,扁平化"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级python研发工程师,1-3年,本科,20k-40k,"六险一金,高薪期权,弹性工作,租房补贴"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python工程师,1-3年,本科,10k-20k,"空间大,机会多,福利好"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,高级Python开发工程师,3-5年,本科,25k-45k,"弹性工时,出国游,扁平化团队,带薪年假"
北京云英传奇技术有限公司,CloudIn,50-150人,A轮,朝阳区,Python研发工程师,5-10年,本科,20k-40k,"技术大咖,公司氛围好,项目奖金"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,高级Python后端工程师,3-5年,本科,25k-50k,大牛多
北京好巧国际旅行社有限公司,好巧,150-500人,B轮,朝阳区,Python研发工程师,3-5年,大专,18k-30k,"弹性工作,百万医疗,10天年假,高速增长"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,,家长帮-Python/Django web开发工程师,3-5年,本科,20k-35k,上市公司，六险一金，住房无息，福利待遇好
北京高域海汇科技有限公司,高域海汇,50-150人,不需要融资,朝阳区,Python开发工程师,3-5年,本科,12k-18k,"五险一金,绩效奖金,餐补"
北京百乘传媒技术有限公司,百乘传媒,15-50人,A轮,朝阳区,高级Python工程师,5-10年,本科,18k-30k,工程师
生命奇点（北京）科技有限公司,生命奇点,50-150人,A轮,海淀区,大数据平台开发工程师 Java/Python,应届毕业生,本科,10k-20k,"发展空间大,项目前景好,团队氛围好,技术导向"
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,python攻城狮,1-3年,本科,9k-15k,"平台好,技术新,大牛带,团队棒"
北京中谷金科信息技术有限公司,中谷金科,50-150人,B轮,通州区,高级python工程师,5-10年,本科,18k-25k,"晋升快,人工智能,量化开发,五险一金"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,python开发工程师,1-3年,本科,15k-30k,"行业独角兽,团队大牛多,薪资福利好"
北京摩尔妈咪网络科技有限公司,摩尔妈妈,15-50人,A轮,朝阳区,python开发实习生,应届毕业生,本科,3k-6k,"提供转正,实习证明,注重成长,免费 午餐"
北京易越信息技术有限公司,易越,15-50人,A轮,朝阳区,Python高级开发工程师,5-10年,本科,20k-35k,发展潜力大，公司期权
北京微步在线科技有限公司,微步在线,50-150人,B轮,海淀区,python开发工程师,3-5年,本科,15k-25k,"技术培训,绩效奖金"
北京创智优品科技有限公司,Zenjoy,150-500人,不需要融资,东城区,Python后台开发工程师,3-5年,本科,15k-30k,"六险一金,年底双薪,出国旅行,包午晚餐"
北京东方国信科技股份有限公司,东方国信,2000人以上,上市公司,朝阳区,Python开发工程师,1-3年,本科,10k-15k,上市公司，大数据，餐补，健身房，
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,Python高级研发工程师(技术),不限,不限,15k-30k,"绩效奖金,带薪年假"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,Python开发工程师,1-3年,本科,13k-26k,系统开发
北京步鼎方舟科技有限公司,微车,150-500人,C轮,海淀区,Python高级数据工程师,3-5年,本科,20k-30k,"五险一金,一日三餐,带薪年假,定期体检"
瞬联软件科技（北京）有限公司,瞬联软件科技（北京）有限公司,500-2000人,不需要融资,海淀区,高级后端Python研发-人工智能图像方向,不限,本科,10k-20k,500强外企 七险一金 年度调薪 不加班
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,Python架构师,5-10年,本科,20k-40k,"免费三餐,免费班车,下午茶,良好办公环"
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,python开发工程师,3-5年,本科,15k-30k,"免费零食,免费午餐,七险一金,不打卡"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,海淀区,【Python资深研发工程师】,3-5年,本科,30k-40k,Geek、六险一金、16薪、弹性工作
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,Python工程师,不限,本科,18k-35k,"大公司,大平台,机会多,六险一金"
视觉（中国）文化发展股份有限公司北京分公司,视觉中国,150-500人,上市公司,朝阳区,python开发工程师,3-5年,本科,15k-25k,"上市公司,六险一金,带薪年假,绩效奖金"
北京金色华勤数据服务有限公司,金色华勤,50-150人,上市公司,大兴区,Python开发工程师,不限,本科,10k-15k,"五险一金,带薪年假,上市公司,可培养"
茂逊科技有限公司,modeush,2000人以上,D轮及以上,海淀区,python,5-10年,本科,20k-35k,"不打卡,免费餐饮,扁平管理,13薪"
非凡维格（北京）信息科技有限公司,Weego Travel,15-50人,B轮,朝阳区,Python高级工程师-服务器端,3-5年,本科,25k-50k,"国际产品,带薪年假,弹性工作,开放办公"
北京智胜新格科技有限公司,北京智胜新格科技有限公司,50-150人,不需要融资,海淀区,Python开发,1-3年,本科,15k-30k,"六险一金,硅谷式办公,绩效奖金,按摩椅"
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,Python助理讲师,1-3年,本科,7k-10k,"五险一金,年底奖金"
中视科华有限公司北京技术服务分公司,中视科华北京技术服务分公司,500-2000人,不需要融资,海淀区,Python工程师,3-5年,本科,10k-18k,"人工智能,AI,平台广阔,软件开发"
赤子城网络技术（北京）有限公司,赤子城,150-500人,D轮及以上,朝阳区,python开发工程师,3-5年,本科,10k-20k,"七险一金,绩效奖金,发展空间,团队氛围"
北京点石经纬科技有限公司,新东方教育行业研究院,150-500人,B轮,海淀区,高级python工程师,3-5年,大专,15k-30k,"领导nic,扁平化管理"
北京外麦王科技有限公司,外麦王,150-500人,A轮,海淀区,Python高级开发工程师,3-5年,本科,15k-30k,提供住宿
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,python高级开发工程师（技术）,3-5年,本科,25k-50k,"独角兽,待遇好,工作环境好"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python开发工程师（运维方向）,不限,本科,20k-40k,"完善的福利,团队精湛,技术挑战,上升空间大"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,朝阳区,python开发,3-5年,大专,10k-15k,"上市公司,项目大,福利多多,周末双休"
北京凯奇谷信息技术股份有限公司,凯奇谷,150-500人,上市公司,朝阳区,服务器端开发工程师（Python）,1-3年,本科,10k-16k,牛人聚集 健身足疗按摩 餐补房补交通补
北京中科物安科技有限公司,中科物安,15-50人,未融资,海淀区,python开发工程师,3-5年,本科,15k-25k,"发展空间大,五险一金,餐补,带薪年假"
北京格灵深瞳信息技术有限公司,格灵深瞳,150-500人,C轮,海淀区,Python高级开发工程师&nbsp;,3-5年,本科,15k-30k,"扁平化管理,不定期团建"
华风象辑（北京）气象科技有限公司,象辑科技,50-150人,B轮,海淀区,Python开发工程师,1-3年,本科,10k-20k,高手如云的团队，带你成长带你飞~
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,Python开发工程师,3-5年,本科,20k-40k,"五险一金,pytho"
北京金风科创风电设备有限公司,金风科技,2000人以上,上市公司,大兴区,Python 开发工程师,3-5年,本科,18k-35k,"五险一金,节日福利,餐补,带薪年假"
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,python高级开发工程师（技术）,3-5年,本科,25k-50k,"独角兽,待遇好"
柳州道无尽科技有限公司,柳州道无尽科技有限公司,15-50人,未融资,朝阳区,Python工程师,3-5年,本科,18k-28k,"14薪,六险一金"
北京优虎商务服务有限公司,老虎集团,150-500人,C轮,朝阳区,Python工程师,3-5年,本科,18k-35k,"6险一金,弹性工作,团队好,氛围轻松"
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,高级python开发工程师,3-5年,本科,20k-30k,六险一金
北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,海淀区,爬虫Python开发,不限,本科,4k-8k,"发展空间大,福利好,办公环境好"
北京艾鹏承远科技有限公司,艾鹏承远,少于15人,未融资,朝阳区,python开发工程师,3-5年,本科,20k-40k,发展前景好，福利待遇高
百度时代网络技术(北京)有限公司,百度,2000人以上,上市公司,海淀区,python开发工程师（20年毕业实习岗）,应届毕业生,本科,3k-6k,"大平台,技术氛围好,能转正"
百晓科技（北京）有限公司,DecentFoXStudio,少于15人,不需要融资,朝阳区,Python 软件开发工程师,1-3年,本科,15K-25K,年终奖、团建旅游、敏捷开源
京东商城-技术研发体系-大数据部,京东商城研发部,2000人以上,上市公司,大兴区,Python,5-10年,本科,30k-50k,"行业前沿,部门直招,核心加班,核心团队"
瓦力必达科技（北京）有限公司,邻萌宝,50-150人,A轮,朝阳区,python开发工程师,3-5年,本科,12k-22k,"行业最前沿
玩儿法最多
最接近用户"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,朝阳区,python开发,3-5年,大专,10k-20k,"上市公司,福利多多,项目大,五险一金"
北京阿丘科技有限公司,阿丘科技,50-150人,A轮,海淀区,后台开发工程师（Python）,不限,本科,15k-30k,"大牛多,技术氛围好,福利好,前景广阔"
北京贝斯平云科技有限公司,Bespin,150-500人,B轮,朝阳区,Python开发工程师—CI/CD方向,3-5年,本科,15k-30k,"发展空间大,五险一金,带薪年假,创业公司"
