公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京人大金仓信息技术股份有限公司,人大金仓,150-500人,不需要融资,朝阳区,运维工程师,1-3年,本科,6k-9k,"国有企业,六险一金,餐补交补,带薪年假"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,运维工程师,3-5年,本科,15k-30k,"薪资福利好,发展平台大"
北京东方皆冠科技有限公司,学习宝,150-500人,B轮,朝阳区,运维工程师,1-3年,本科,8k-12k,五险一金
中电信用服务有限公司,中电信用,50-150人,未融资,海淀区,系统运维工程师,3-5年,本科,10k-20k,"五险一金,定期体检,餐补车补,绩效奖金"
北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,D轮及以上,西城区,运维工程师,1-3年,本科,6k-8k,"五险一金,绩效奖金,餐饮补助,节日福利"
北京广视通达数字网络科技有限公司,广视通达,150-500人,B轮,海淀区,系统运维工程师,3-5年,本科,10k-15k,"临近地铁,五险一金,带薪年假,高薪"
北京亿玛创新网络科技有限公司,亿玛在线-互联网营销领航者,500-2000人,上市公司,朝阳区,大数据运维工程师,3-5年,本科,15k-25k,15薪，弹性工作时间，六险一金，每月TB
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,运维工程师-云计算方向,3-5年,本科,15k-22k,"工作氛围好,技术大牛"
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,高级运维工程师,3-5年,本科,15k-25k,"五险一金,补充医疗,节日福利,员工旅游"
北京联华信科技有限公司,联华信,15-50人,未融资,西城区,运维工程师,1-3年,本科,6k-10k,"扁平化管理,年轻团队,氛围轻松,午餐补助"
北大医疗信息技术有限公司,北大医信,500-2000人,不需要融资,海淀区,运维工程师,3-5年,本科,8k-15k,"五险一金,商业保险,定期体检,年底奖金"
珠海随变科技有限公司,必要商城,150-500人,不需要融资,朝阳区,系统运维工程师,5-10年,本科,14k-25k,"首家C2M,盈利平台,技术分享,活跃团队"
北京明天高软科技有限公司,明天高软,50-150人,不需要融资,西城区,运维工程师,1-3年,不限,6k-8k,"五险一金,饭补,补充医疗,年终奖"
北京多贝兄弟信息技术有限公司,多贝网,50-150人,上市公司,海淀区,运维工程师,1-3年,本科,10k-20k,"六险一金,极客氛围,免费午餐,不打卡"
广道高新（北京）科技有限公司,北京广道高新科技公司,15-50人,未融资,朝阳区,运维工程师,3-5年,本科,10k-13k,五险一金，双休，餐补，交通补助，话补等
联通时科（北京）信息技术有限公司,联通时科,150-500人,不需要融资,西城区,系统运维工程师,不限,本科,15k-25k,五险一金，补充医疗、免费体检
北京闪送科技有限公司,闪送,500-2000人,D轮及以上,海淀区,高级运维工程师,5-10年,本科,20k-30k,"五险一金,带薪年假,团队旅游,弹性工作时"
北京高伟达钽云科技有限公司,高伟达,2000人以上,上市公司,西城区,存储运维工程师,5-10年,本科,10k-20k,优厚的福利
北京心向优势信息技术有限公司,好贷网,150-500人,C轮,东城区,运维工程师,3-5年,大专,15k-25k,"六险一金,周末双休,地铁周边,奖金多多"
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,运维工程师,5-10年,本科,15k-30k,"五险一金,弹性工作,福利补贴,补充医疗"
神州数码信息服务股份有限公司,神州信息,2000人以上,上市公司,海淀区,运维工程师,3-5年,本科,8k-15k,"领导好,平台大,上升空间大,接触东西多"
赤子城网络技术（北京）有限公司,赤子城,150-500人,D轮及以上,朝阳区,运维工程师,不限,本科,12k-24k,"14薪,浮动上班,年终奖"
北京金风科创风电设备有限公司,金风科技,2000人以上,上市公司,大兴区,云开发运维工程师,3-5年,本科,18k-35k,"带薪年假,节日福利,五险一金,餐补"
京东金融,京东金融,2000人以上,上市公司,大兴区,数据平台运维工程师,3-5年,本科,15k-30k,班车；餐补
人教数字出版有限公司,人教数字公司,50-150人,不需要融资,海淀区,运维工程师,3-5年,本科,10k-20k,"国企福利,五险二金,企业食堂,行业领先"
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,运维工程师,1-3年,本科,10k-20k,"五险一金,交补餐补,节日福利"
环球合一网络技术（北京）股份有限公司,环球合一,150-500人,B轮,海淀区,系统运维工程师,1-3年,本科,6k-12k,"团队氛围好,补充保险,晋升机会大,学习型文化"
北京明日虫洞科技有限公司,NewsDog,50-150人,C轮,海淀区,高级运维工程师,1-3年,本科,15k-30k,"牛人亲自带,租房补贴,六险一金,高薪高期权"
海通安恒科技有限公司,海通安恒,150-500人,不需要融资,西城区,高级运维工程师,5-10年,本科,15k-18k,运维
北京快快网络技术有限公司,真融宝,150-500人,B轮,海淀区,高级运维工程师,3-5年,本科,20k-30k,"薪酬福利高,弹性工作,百度技术,发展空间大"
北京快松果科技有限公司,松果出行,150-500人,C轮,朝阳区,大数据运维工程师,3-5年,本科,25k-35k,"14薪,带薪年假,节日礼物"
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,大数据运维工程师,1-3年,本科,20k-40k,"源码研发,大牛如云,技术氛围,大佬领投"
国网汇通金财（北京）信息科技有限公司,国家电网全资子公司北京汇通金财,500-2000人,不需要融资,丰台区,运维工程师,不限,本科,4k-6k,运维支持
北京捷越联合信息咨询有限公司,北京捷越联合,2000人以上,不需要融资,东城区,系统运维工程师,5-10年,本科,18k-36k,"弹性工作,六险一金,上升空间,福利补贴"
北京多贝兄弟信息技术有限公司,多贝网,50-150人,上市公司,海淀区,运维工程师,1-3年,本科,15k-25k,"六险一金,免费午餐,纯技术团队,不打卡"
平安健康保险股份有限公司,平安健康保险,500-2000人,未融资,朝阳区,运维工程师 (或DBA),3-5年,本科,12k-20k,"福利好,平安集团"
盛唐科技（北京）有限公司,盛唐科技,150-500人,未融资,昌平区,系统运维工程师,1-3年,本科,10k-15k,"国企,不加班,多福利,高薪资"
国龙投资（北京）有限公司,国龙文产投资集团,150-500人,未融资,朝阳区,运维工程师,3-5年,大专,10k-20k,"前景好,发展空间大"
北京用智科技有限公司,用智科技,15-50人,天使轮,海淀区,系统运维工程师,不限,大专,4k-6k,需要自己独立执行，很锻炼人
彩讯科技股份有限公司,彩讯股份,500-2000人,上市公司,东城区,运维工程师,5-10年,本科,12k-23k,"五险一金,司领津贴,带薪年假,绩效奖金"
北京启明合心科技有限公司,合心科技,50-150人,B轮,海淀区,运维工程师,3-5年,本科,15k-20k,"领导好,氛围好,午晚餐"
用友网络科技股份有限公司,用友,2000人以上,上市公司,海淀区,高级运维工程师,5-10年,本科,20k-40k,"上市公司,企业云服务,食堂+班车,宿舍健身房"
中盈优创资讯科技有限公司,中盈优创,500-2000人,未融资,海淀区,高级运维工程师（北京）,3-5年,本科,13k-18k,信息安全维护
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,高级运维工程师-CDN方向,3-5年,本科,20k-30k,"大平台,福利待遇好,领导好,发展空间大"
睿剑科技（北京）有限公司,睿剑科技,50-150人,未融资,海淀区,运维工程师,不限,大专,6k-8k,"氛围好,有活力,人性化,弹性"
深圳市有信网络技术有限公司,有信网络,150-500人,B轮,朝阳区,运维工程师,3-5年,本科,10k-20k,微博旗下语音直播产品，技术氛围好
北京妙医佳信息技术有限公司,妙健康,150-500人,B轮,朝阳区,系统运维工程师,3-5年,本科,12k-18k,"六险一金,团建活动,弹性工作,年底双薪"
北京奇安信科技有限公司,360企业安全,2000人以上,不需要融资,海淀区,运维工程师(000684),1-3年,本科,10k-15k,"知识分享,技术驱动"
北京创数纪信息技术有限责任公司,创数纪,15-50人,天使轮,丰台区,大数据运维工程师,1-3年,本科,8k-15k,"五险一金,定期体检,团建活动,晋升机会"
欢欢喜喜（天津）文化投资有限公司,欢喜传媒,15-50人,上市公司,朝阳区,系统运维工程师,3-5年,本科,10k-20k,"影视互联网,薪酬福利优,外企托管,补充医疗"
北京千橡网景科技发展有限公司,人人网,2000人以上,上市公司,朝阳区,高级运维工程师,3-5年,本科,10k-20k,上市公司 互联网金融平台
北京中交兴路信息科技有限公司,中交兴路,500-2000人,未融资,海淀区,运维工程师,3-5年,本科,8k-15k,运维经验
北京卓成世纪科技发展有限公司,卓成世纪,50-150人,不需要融资,海淀区,运维工程师,1-3年,不限,4k-6k,IT公司直招，领导亲和
北京优帆科技有限公司,青云,150-500人,D轮及以上,朝阳区,高级运维工程师,3-5年,本科,10k-16k,"工作氛围,福利多多,零食供应,发展空间"
光合新知（北京）科技有限公司,洋葱数学,150-500人,C轮,朝阳区,大数据运维工程师,3-5年,本科,13k-20k,"免费早午餐,15天年假,广阔的发展,免费班车"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,云存储运维工程师,3-5年,本科,25k-40k,"行业前三,不打卡,免费三餐,健身房电玩"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,高级应用运维工程师,3-5年,本科,25k-40k,"公司氛围好,内部成长快,免费三餐,15薪"
北京榆东科技有限公司,榆东科技,15-50人,不需要融资,东城区,运维工程师,3-5年,本科,10k-20k,带薪年假，免费体检，话费补贴
北京百家互联科技有限公司,跟谁学,500-2000人,A轮,海淀区,运维工程师,3-5年,本科,18k-25k,六险一金，8天带薪年假，餐补
北京豆网科技有限公司,豆瓣网,150-500人,C轮,朝阳区,运维工程师,3-5年,本科,15k-25k,"六险一金,早餐下午茶,带薪病假,年度体检"
圣旦（北京）品牌管理有限公司,圣旦（北京）品牌管理有限公司,50-150人,不需要融资,朝阳区,运维工程师,1-3年,本科,10k-16k,稳定、晋升
斯润天朗（北京）科技有限公司,斯润天朗,50-150人,不需要融资,丰台区,高级运维工程师,5-10年,本科,15k-25k,"晋升空间大,补充医疗,五险一金,规范管理"
东方邦信金融科技（上海）有限公司北京分公司,东方金科,150-500人,不需要融资,西城区,中级运维工程师-运维保障部,3-5年,本科,10k-13k,五险一金、补充医疗、各种补贴、领导Nice
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,资深运维工程师,5-10年,本科,22k-36k,"硅谷文化,技术导向,福利多多,美资互联网"
北京每日优鲜电子商务有限公司,每日优鲜,500-2000人,C轮,朝阳区,运维工程师,3-5年,本科,15k-30k,"弹性工作,高绩效"
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,朝阳区,运维工程师,1-3年,本科,7k-9k,五险一金，年度体检，年度旅游
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,运维工程师,3-5年,本科,10k-20k,发展空间大，福利待遇优厚，团队氛围良好！
上海炽聚网络科技有限公司,上海炽聚,50-150人,A轮,海淀区,驻场运维工程师,3-5年,本科,8k-15k,五险一金 腾讯项目
北京网梯科技发展有限公司,网梯科技,150-500人,未融资,海淀区,运维工程师,1-3年,本科,8k-12k,"五险一金,周末双休,餐饮补助,年底双薪"
上海朱雀股权投资管理股份有限公司,朱雀投资,50-150人,不需要融资,东城区,运维工程师,1-3年,本科,9k-17k,"五险一金,餐补,通讯补贴,节假日福利"
中国电信集团系统集成有限责任公司,中国电信系统集成公司,500-2000人,上市公司,,运维工程师,3-5年,本科,10k-20k,团队氛围好，福利全面，发展空间大
优舫（北京）信息科技有限公司,优信集团,2000人以上,D轮及以上,朝阳区,widows运维工程师,1-3年,本科,10k-15k,"晋升空间,休闲零食,扁平化管理,学习成长"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,04620-OpenStack运维工程师,1-3年,本科,15k-30k,"商业医疗,免费健身房,带薪年假"
盈嘉互联（北京）科技有限公司,盈嘉互联,50-150人,不需要融资,石景山区,运维工程师,1-3年,本科,8k-16k,"五险一金,免费午餐,技术提升,培训机会"
北京多牛互动传媒股份有限公司,多牛传媒,150-500人,上市公司,海淀区,系统运维工程师,3-5年,大专,10k-15k,"五险一金,周末双休"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,运维工程师,3-5年,本科,15k-30k,"团队大牛多,行业独角兽,福利待遇好"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,运维工程师,3-5年,本科,15k-30k,"平台大,技术氛围好"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,直播运维工程师（视频直播）,3-5年,大专,10k-20k,核心部门
北京魔力耳朵科技有限公司,魔力耳朵,150-500人,A轮,朝阳区,运维工程师,3-5年,本科,15k-25k,"六险一金,带薪年假,福利待遇好,扁平管理"
北京作业盒子科技有限公司,作业盒子,500-2000人,C轮,朝阳区,运维工程师,应届毕业生,本科,10k-20k,"快速发展,14薪,免费下午茶,工作氛围好"
影时光网络技术（北京）有限公司,时光网-Mtime,500-2000人,不需要融资,朝阳区,运维工程师,不限,大专,10k-20k,"团队好,发展好"
北京捷越联合信息咨询有限公司,北京捷越联合,2000人以上,不需要融资,东城区,应用运维工程师,3-5年,大专,10k-20k,"六险一金,地铁周边,弹性工作"
北京中置科技有限公司,北京中置科技有限公司,50-150人,不需要融资,朝阳区,运维工程师,1-3年,大专,5k-6k,五险一金节日福利弹性工作带薪年假
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级运维工程师,3-5年,本科,25k-45k,"独角兽,诱人福利,广阔平台"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,Redis高级研发/运维工程师,不限,本科,15k-30k,"弹性工作,奖金丰厚,工作氛围好,各种团建"
北京邦利德网络科技有限公司,邦利德,150-500人,B轮,海淀区,运维工程师,3-5年,本科,10k-20k,"带薪年假,弹性工作"
北京云纵信息技术有限公司,云纵,2000人以上,B轮,海淀区,高级运维工程师,3-5年,大专,18k-27k,"14薪起,带薪年假,各种补助,早晚班车"
北京太合音乐文化发展有限公司,太合音乐（百度音乐）,500-2000人,不需要融资,朝阳区,系统运维工程师,1-3年,本科,10k-15k,"音乐行业,互联网+,名人大咖"
北京卡路里科技有限公司,Keep,500-2000人,D轮及以上,东城区,运维工程师,3-5年,本科,15k-30k,"运维大牛,发展空间大"
析格玛科技（北京）有限公司,析格玛,15-50人,未融资,海淀区,运维工程师,3-5年,本科,8k-15k,"福利多,老板好,氛围好,晋升空间"
北京浩瀚深度信息技术股份有限公司,浩瀚深度,150-500人,上市公司,海淀区,系统运维工程师,1-3年,本科,10k-18k,福利待遇、发展前景、人文环境
北京信和云科技有限公司,SelfSell,150-500人,不需要融资,海淀区,中高级运维工程师,3-5年,本科,10k-20k,"团队氛围好,区块链技术,沟通效率高,帅哥美女"
北京四达时代软件技术股份有限公司,四达时代集团,2000人以上,上市公司,通州区,运维工程师,不限,本科,17k-25k,福利优厚，广阔的发展空间
北京善义善美科技有限公司,人人车,2000人以上,D轮及以上,朝阳区,高级运维工程师,3-5年,本科,20k-40k,"14薪,五险一金,不打卡,技能培训"
武汉皮皮外语网络科技有限公司,皮皮外语,15-50人,未融资,海淀区,高级运维工程师,5-10年,本科,10k-20k,"朝九晚六,弹性工作制,五险一金"
湖南华诺科技有限公司,诺基亚华诺科技,500-2000人,不需要融资,朝阳区,NFV 云运维工程师,3-5年,本科,10k-20k,"高薪酬,高福利,世界500"
北京赫德阳数据通信科技有限公司,赫德阳,15-50人,A轮,西城区,云计算运维工程师,3-5年,大专,15k-20k,薪资待遇高，团队活跃，发展前景好
杭州微易信息科技有限公司,保险师 · 微易信息科技,150-500人,B轮,朝阳区,高级运维工程师,3-5年,本科,15k-25k,"六险一金,福利丰厚,晋升快,平台好"
北京数起科技有限公司,数起科技,50-150人,A轮,西城区,运维工程师,3-5年,本科,8k-15k,有大咖指导
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,网络运维工程师,1-3年,大专,8k-10k,五险一金 包吃 弹性上班
北京码虎科技有限公司,码虎,15-50人,不需要融资,海淀区,运维工程师,3-5年,本科,8k-15k,"晋升空间,福利多,老板好,氛围好"
网易（杭州）有限公司,网易,2000人以上,上市公司,海淀区,高级运用运维工程师,3-5年,本科,18k-28k,18薪 专业广度强 晋升机会大
北京欧链科技有限公司,OracleChain,15-50人,未融资,海淀区,运维专员,1-3年,本科,12k-18k,"新兴行业,平行管理,时间自由"
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,朝阳区,UC事业部-高级运维工程师,5-10年,本科,20k-40k,"奖金,弹性工作制"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,,高级运维工程师,3-5年,本科,12k-24k,上市公司，老板好，健身房
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,,高级运维工程师,3-5年,本科,12k-24k,上市公司，老板好，健身房
跨越速运集团有限公司,跨越速运,2000人以上,不需要融资,朝阳区,高级运维工程师(J10558),3-5年,大专,10k-15k,晋升空间大，绩效奖金，扁平管理
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,自动化运维工程师,应届毕业生,本科,15k-30k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
北京修齐治平科技有限公司,爱云校,500-2000人,C轮,朝阳区,运维工程师-数据方向,5-10年,本科,15k-25k,"带薪年假,扁平化管理"
地球山（北京）科技有限公司,地球山科技,50-150人,不需要融资,朝阳区,CCTV运维工程师,1-3年,本科,4k-7k,"年终奖金,餐费补助,定期体检,节日福利"
北京泛钛客科技有限公司,泛钛客,150-500人,A轮,朝阳区,运维工程师,1-3年,本科,8k-16k,"团队氛围好,福利待遇好,成长空间大"
乐视网信息技术（北京）股份有限公司,乐融集团,2000人以上,上市公司,朝阳区,应用运维工程师,3-5年,本科,8k-15k,应用运维方向、团队氛围佳、扁平管理
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,中级运维工程师-赴商汤科技,3-5年,本科,10k-13k,"六险一金,带薪年假,节日福利,技术大牛"
北京摩学教育科技有限公司,Mobilearn&middot;摩学,15-50人,不需要融资,朝阳区,运维工程师,3-5年,本科,10k-20k,"原型领先,服务大品牌,工作有挑战,发挥空间大"
中电信用服务有限公司,中电信用,50-150人,未融资,海淀区,运维总监,5-10年,本科,20k-30k,"五险一金,绩效奖金,带薪年假,餐补车补"
北京云动九天科技有限公司,省钱快报,150-500人,C轮,东城区,大数据运维工程师,1-3年,不限,25k-35k,"七险一金,免费三餐,弹性工作制,大牛带"
北京闲徕互娱网络科技有限公司,闲徕互娱,500-2000人,不需要融资,朝阳区,运维工程师,1-3年,本科,8k-15k,"六险一金,绩效奖金,健身房,年度旅游"
北京新意互动广告有限公司,新意互动,500-2000人,上市公司,海淀区,高级运维工程师,5-10年,本科,15k-25k,"地铁周边,集团公司,汽车互联网,七险一金"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,运维工程师,1-3年,本科,10k-20k,福利待遇优厚 上升空间大 美女如云
北京艾瑞思机器人技术有限公司,艾瑞思,50-150人,A轮,海淀区,运维工程师,3-5年,本科,15k-25k,"发展平台,公司行业,竞争力薪酬,福利多多"
北京光宇在线科技有限责任公司,光宇游戏,2000人以上,上市公司,海淀区,系统运维工程师,应届毕业生,本科,7k-12k,"转正,包食宿,生日福利,健身"
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,海外二线运维工程师,1-3年,本科,10k-20k,上市公司
北京数美时代科技有限公司,数美,150-500人,B轮,朝阳区,大数据运维工程师,1-3年,本科,20k-40k,"源码研发,大牛如云,技术氛围,大佬领投"
黑湃科技（北京）有限公司,黑湃科技,15-50人,天使轮,朝阳区,运维工程师,1-3年,本科,8k-15k,"六险一金,节假日福利,不打卡"
启迪云控（北京）科技有限公司,启迪云控,50-150人,不需要融资,海淀区,IT运维工程师,3-5年,本科,20k-30k,"带薪年假,年底双薪,弹性工作,八险一金"
信美人寿相互保险社,信美相互,150-500人,不需要融资,西城区,运维工程师,1-3年,本科,10k-20k,"扁平化管理,晋升空间大,团队氛围好,全栈学习"
北京思图场景数据科技服务有限公司,思图场景,50-150人,天使轮,海淀区,运维工程师,1-3年,本科,10k-20k,"行业前景好,薪酬福利优,七险一金,团队融洽"
先锋智道（北京）科技有限公司,AA租车,2000人以上,不需要融资,,运维工程师,3-5年,大专,10k-20k,全额五险一金，技术大拿，零食咖啡无限量，
众联智领科技（北京）有限公司,考拉FM|听伴,150-500人,C轮,海淀区,运维工程师,1-3年,本科,9k-15k,"发展空间,员工团建"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,应用运维工程师,3-5年,本科,12k-24k,"牛人团队,六险一金,14薪,定期团建"
怡和祥云（北京）科技有限公司,怡和祥云,150-500人,不需要融资,海淀区,运维工程师,1年以下,本科,4k-6k,"一对一指导,平台空间大,晋级空间大,下午茶"
中信百信银行股份有限公司,百信银行,150-500人,不需要融资,朝阳区,系统运维工程师,3-5年,本科,20k-40k,"竞争性待遇,完善的福利"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,运维工程师,1-3年,本科,10k-20k,"工作环境好,上升空间大,免费早餐,免费班车"
北京积沙成塔科技有限公司,小帮规划,50-150人,B轮,朝阳区,运维工程师,3-5年,本科,12k-20k,"老板人超好,技术牛人多,成长空间大,零食不限量"
紫竹源上(北京)信息技术有限公司,携手在线,15-50人,不需要融资,海淀区,运维工程师,3-5年,本科,8k-15k,"社会价值,扁平管理,发展空间大,氛围好"
北京光宇在线科技有限责任公司,光宇游戏,2000人以上,上市公司,,Web运维工程师,3-5年,本科,10k-15k,七险一金，13薪，团队旅游，年度体检
紫竹源上(北京)信息技术有限公司,携手在线,15-50人,不需要融资,海淀区,运维工程师,3-5年,本科,8k-15k,"社会价值,扁平管理,发展空间大,氛围好"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,业务运维工程师,不限,本科,13k-25k,"发展前景好,高薪"
光合新知（北京）科技有限公司,洋葱数学,150-500人,C轮,朝阳区,大数据运维工程师,3-5年,本科,12k-20k,"免费早午餐,15天年假,早晚班车,发展空间大"
神州数码医疗科技股份有限公司,神州数码医疗,150-500人,不需要融资,海淀区,运维工程师,1-3年,本科,5k-7k,"大数据,平台好,年终奖,独角兽"
广州摩翼信息科技有限公司,翼课网,500-2000人,不需要融资,大兴区,高级运维工程师,3-5年,本科,20k-28k,"公司耐撕,队伍年轻,大牛过招,弹性上班"
北京迅达云成科技有限公司,SpeedyCloud,50-150人,B轮,朝阳区,SD-WAN运维工程师,1-3年,大专,8k-15k,"地铁周边,六险一金,扁平管理,带薪年假"
北京信链科技有限公司,信链科技,150-500人,A轮,朝阳区,运维工程师,3-5年,本科,10k-15k,10:00 am上班，弹性工作制；
环球合一网络技术（北京）股份有限公司,环球合一,150-500人,B轮,海淀区,实习运维工程师,应届毕业生,本科,2k-4k,"团队氛围好,学习型文化,弹性工时,水果零食"
深圳象翌微链软件技术有限公司,象翌微链,500-2000人,未融资,海淀区,大数据运维工程师,3-5年,本科,12k-18k,"公司规模大,发展前景好,大数据技术,团队氛围好"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,运维工程师,1-3年,本科,15k-30k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资
北京颐顺太和软件科技有限公司,新东方,2000人以上,上市公司,海淀区,大数据运维工程师,3-5年,本科,20k-25k,"上市公司,福利待遇好,团队氛围好,公司平台大"
阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,高级运维工程师（金科）,3-5年,本科,10k-20k,"六险一金,节日福利,带薪年假"
