公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
飞驰镁物（北京）信息服务有限公司,飞驰镁物,150-500人,B轮,朝阳区,高级运维工程师,3-5年,本科,15k-20k,"14薪,六险一金,弹性工时,节日福利"
北京顺天大有信息科技有限公司,顺天大有,150-500人,不需要融资,朝阳区,运维工程师,不限,大专,3k-5k,"朝九晚六,周末双休,正常假日"
北京光宇在线科技有限责任公司,光宇游戏,2000人以上,上市公司,海淀区,高级运维工程师,3-5年,本科,10k-15k,"学习空间大,自我提升"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,云计算运维工程师,3-5年,本科,15k-30k,技术氛围好
北京汉能光伏投资有限公司,汉能集团,2000人以上,上市公司,朝阳区,系统运维工程师,3-5年,本科,15k-23k,"上市公司,晋升机会大,福利待遇好,部门氛围好"
耀莱在线（北京）商业服务有限公司,耀莱在线,500-2000人,上市公司,朝阳区,资深系统运维工程师,5-10年,本科,20k-35k,"期权,高分润,晋升阶梯,奖金"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,网络运维工程师,不限,本科,10k-20k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,数据平台运维工程师,1-3年,本科,15k-30k,"弹性工作,奖金丰厚,工作氛围好,各种团建"
深圳象翌微链软件技术有限公司,象翌微链,500-2000人,未融资,海淀区,高级运维工程师,3-5年,本科,12k-18k,"公司规模大,团队氛围好,发展空间大,物联大数据"
贝壳金科控股有限公司,贝壳金服,500-2000人,未融资,朝阳区,系统运维工程师,3-5年,不限,20k-40k,"大平台,扁平化管理,晋升空间大,快速成长"
北京中康时代医院投资集团有限公司,北京中康时代医院投资集团,2000人以上,不需要融资,顺义区,运维工程师,3-5年,本科,10k-15k,"五险一金,年终奖,不打卡,包餐"
北京易车互联信息技术有限公司,易车公司,2000人以上,上市公司,海淀区,JTYWZX-运维工程师,1-3年,本科,15k-30k,公司环境好
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,IT运维工程师,5-10年,本科,20k-40k,五险一金；餐补；免费班车
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级运维工程师-系统运维,3-5年,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,运维工程师,1-3年,本科,15k-30k,大平台牛人多机会多，免费健身房
北京羽视科技有限公司,羽视科技,少于15人,A轮,东城区,运维工程师,1-3年,大专,7k-12k,氛围好，沟通顺畅，潜力大。
中亿互娱（北京）网络科技有限公司,中亿互娱,15-50人,不需要融资,海淀区,运维工程师,1-3年,本科,9k-15k,事业单位
北京卡车之家信息技术股份有限公司,卡车之家,150-500人,C轮,朝阳区,网络运维工程师,3-5年,本科,7k-10k,"五险一金,带薪年假,团队氛围好,新三板"
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,2019校招--运维工程师,应届毕业生,本科,15k-25k,弹性工作
聪投（北京）信息技术有限公司,马拉马拉,15-50人,A轮,东城区,运维工程师,1-3年,本科,12k-20k,"弹性工作时,紧邻地铁口,五险一金,扁平化管理"
北京康加科技有限公司,康加科技,50-150人,A轮,朝阳区,运维工程师,3-5年,大专,15k-20k,"晋升空间大,竞争力薪酬,工作氛围好,领导好"
网易（杭州）有限公司,网易,2000人以上,上市公司,海淀区,资深系统运维工程师,5-10年,本科,25k-35k,18薪 专业广度强 晋升机会大
国富瑞数据系统有限公司,国富瑞数据CIDS,150-500人,不需要融资,大兴区,DICM系统运维工程师,1-3年,本科,8k-12k,"带薪年假,补充医疗,定期体检,五险一金"
金宣(北京)科技有限公司,金宣科技,500-2000人,不需要融资,西城区,IT运维工程师,1-3年,大专,10k-20k,"学习机会多,团队氛围好"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,大数据高级研发/运维工程师,1-3年,本科,15k-30k,"弹性工作,奖金丰厚,工作氛围好,各种团建"
鸿合科技有限公司,鸿合科技,2000人以上,未融资,海淀区,运维工程师,1-3年,大专,10k-18k,"六险一金,扁平化管理"
北京城市联盟科技有限公司,城市中国,50-150人,未融资,昌平区,运维工程师,3-5年,大专,9k-13k,"弹性工作,绩效奖金,全勤奖,节日福利"
北京优帆科技有限公司,青云,150-500人,D轮及以上,朝阳区,运维工程师,1-3年,大专,6k-10k,弹性工作，福利多多，超有存在感
车音智能科技有限公司北京分公司,车音智能,150-500人,上市公司,东城区,系统运维工程师,3-5年,本科,15k-25k,"平台大,老板好,绩效奖金"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,,高级系统运维工程师,3-5年,本科,22k-40k,竞争力薪酬、技术氛围好、上升空间大
北京浩博众达科技有限公司,浩博众达,15-50人,不需要融资,海淀区,运维工程师,1-3年,大专,4k-6k,基本工资+奖金+五险+周末双休
新华网股份有限公司,新华网,500-2000人,上市公司,西城区,云计算/虚拟化运维工程师,3-5年,本科,10k-20k,上市公司、六险一金
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,大数据运维工程师,3-5年,本科,30k-60k,"500强,双休,弹性工作"
卓越运维（北京）科技有限公司,卓越运维,500-2000人,A轮,海淀区,虚拟化运维工程师,1-3年,大专,10k-15k,"五险一金,发展前景好,加班补助,福利多多"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,高级云计算运维工程师,3-5年,本科,20k-40k,"大平台,超棒团队,超赞福利,五险一金"
熵增(北京)网络科技有限公司,熵增科技,15-50人,天使轮,朝阳区,运维工程师,1-3年,本科,15k-25k,创业早期，专业队友
北京世纪互联宽带数据中心有限公司,世纪互联,2000人以上,上市公司,朝阳区,PaaS运维工程师,1-3年,本科,10k-15k,"六险一金,定期团建,节假日福利"
北京颐顺太和软件科技有限公司,新东方,2000人以上,上市公司,海淀区,应用运维工程师,3-5年,本科,10k-20k,"上市公司,福利待遇好,团队氛围好,公司平台大"
赢创科技（北京）有限公司,赢创科技,150-500人,未融资,昌平区,系统运维工程师,1-3年,本科,8k-15k,不加班 平台好 距离合适
北京人民在线网络有限公司,人民在线,150-500人,不需要融资,朝阳区,系统运维工程师,3-5年,本科,10k-20k,"五险一金,补充医疗,带薪年假,大牛团队"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,大数据运维工程师,3-5年,大专,16k-30k,平台好
中胜信用管理有限公司,中胜信用,50-150人,未融资,朝阳区,运维工程师,3-5年,本科,10k-15k,扁平化管理
北京拓蛮信息科技有限公司,Tokenmania,50-150人,不需要融资,朝阳区,高级系统运维工程师,3-5年,本科,15k-25k,六险一金 弹性办公
北京智能管家科技有限公司,roobo,150-500人,B轮,东城区,运维工程师,3-5年,本科,25k-40k,"人工智能,扁平管理"
小糖互联（北京）网络科技有限公司,糖豆,50-150人,B轮,海淀区,大数据运维工程师,3-5年,本科,25k-45k,"蓝海领域,追求极致,弹性工作,六险一金"
北京旭日神州科技有限公司,旭日神州,150-500人,未融资,朝阳区,运维工程师,1-3年,本科,5k-7k,工作氛围好，不加班
北京七维视觉科技有限公司,七维科技,50-150人,A轮,东城区,运维工程师,1-3年,大专,4k-8k,"VR/AR,扁平管理,五险一金,带薪年假"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,运维工程师,不限,本科,15k-30k,"待遇好,机会多,平台大,五百强"
北京九恒星科技股份有限公司,九恒星,150-500人,上市公司,海淀区,运维工程师,1-3年,本科,6k-12k,"五险一金,午餐补助,通讯补助,带薪年假"
华风爱科气象科技（北京）有限公司,华风爱科,15-50人,不需要融资,海淀区,运维工程师,3-5年,本科,8k-10k,中美气象顶尖合作，技术够不够来了才知道
特斯联（北京）科技有限公司,特斯联,150-500人,B轮,朝阳区,平台运维工程师,3-5年,大专,12k-20k,薪资
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,运维安全部-大数据运维工程师,3-5年,大专,15k-30k,免费晚餐，免费水果，企业滴滴
新奥特(北京)视频技术有限公司,新奥特视频,500-2000人,不需要融资,海淀区,运维工程师,不限,本科,4k-6k,"五险一金,补充保险,餐补,话补"
北京库学空间科技有限公司,库学空间,50-150人,天使轮,昌平区,运维工程师,1-3年,本科,8k-16k,行业前景好，高薪朝阳行业，工作压力小
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,大数据运维工程师,不限,本科,20k-40k,"六险一金,扁平化管理"
北京启涅文化发展有限公司,启涅文化,15-50人,不需要融资,昌平区,运维工程师（云计算方向）,不限,大专,8k-10k,"五险一金,双休,多次调薪,带薪年假"
深圳市赢众通金融信息服务有限责任公司,小赢科技,500-2000人,上市公司,海淀区,应用运维工程师,3-5年,本科,15k-25k,"绩效奖金,弹性工作,五险一金"
上海欧拉网络技术有限公司,欧拉网络,50-150人,C轮,朝阳区,运维工程师,3-5年,本科,10k-20k,"发展空间,绩效奖金,福利完善,简单扁平"
云享云（北京）科技有限公司,云享云,50-150人,A轮,朝阳区,运维工程师,3-5年,大专,10k-15k,"领导好,节日福利"
北京势在必行网络科技有限公司,币信,50-150人,不需要融资,海淀区,系统运维工程师,3-5年,本科,18k-35k,"休闲餐点,午餐补助,周末双休,年底双薪"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级系统运维工程师（快驴事业部）,5-10年,本科,15k-30k,发展空间大 管理扁平化 技术氛围好
轻易科技有限公司,轻易贷,2000人以上,上市公司,海淀区,高级运维工程师,5-10年,大专,20k-35k,"上市公司,年终奖,五险一金,弹性工作"
北京每日优鲜电子商务有限公司,每日优鲜,500-2000人,C轮,朝阳区,运维工程师,3-5年,不限,15k-30k,"团队棒,领导好"
北京德生优品商贸有限公司,德生优品,15-50人,不需要融资,海淀区,运维工程师,5-10年,本科,10K-18K,公司有较好的富力待遇和工作发现机会
北京神州光大科技有限公司,神州光大,15-50人,天使轮,海淀区,思科设备运维工程师,1-3年,大专,8k-9k,"大平台,待遇好"
北京捷越联合信息咨询有限公司,北京捷越联合,2000人以上,不需要融资,朝阳区,系统运维工程师（高级/资深）,5-10年,本科,20k-30k,"六险一金,弹性工时,季度奖,年终奖"
北京盛世全景科技股份有限公司,盛世全景,15-50人,上市公司,海淀区,大数据运维工程师,3-5年,本科,10k-20k,"五险一金,年终奖,节假日福利,弹性上班制"
新华书店总店,新华书店总店,500-2000人,未融资,西城区,高级运维工程师（新华互联）,5-10年,本科,20k-35k,"五险二金,免费工作餐,带薪年休假,其他福利"
广东道一信息技术股份有限公司,道一信息,500-2000人,上市公司,朝阳区,运维工程师-北京,1-3年,大专,6k-11k,"周末双休,五险一金,节日福利"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,系统运维工程师-负载均衡,1-3年,本科,10k-20k,"免费早餐,免费健身房,大平台"
北京中新网信息科技有限公司,中国新闻网,150-500人,未融资,西城区,高级运维工程师,3-5年,本科,9k-18k,"五险一金,节日福利,绩效奖金,年终奖"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,呼叫中心话务系统运维工程师,1-3年,本科,20k-40k,"团队氛围好,技术大牛多,福利好"
北京彩虹在线网络技术有限公司,支点,15-50人,天使轮,海淀区,高级运维工程师,3-5年,本科,25k-35k,"五险一金,带薪年假,年底双薪,餐饮补贴"
北京闲徕互娱网络科技有限公司,闲徕互娱,500-2000人,不需要融资,朝阳区,高级运维工程师,3-5年,本科,15k-30k,"六险一金,绩效奖金,健身房,年度旅游"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,运维工程师,3-5年,本科,15k-25k,京东
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,运维工程师,3-5年,本科,12k-24k,"年底双薪,绩效奖金"
北京十一贝科技有限公司,北京十一贝科技有限公司,150-500人,A轮,海淀区,大数据运维工程师,1-3年,本科,25k-50k,"大咖多,免费三餐,晋升空间大,16薪"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,04502-系统运维工程师,1-3年,本科,15k-25k,"补充医疗,健身房,通勤车"
北京奇点机智信息技术有限公司,奇点机智,15-50人,A轮,海淀区,高级系统运维工程师,3-5年,本科,20k-40k,"技术大牛,弹性工作,年轻化,扁平化"
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,资深产品运维工程师,3-5年,本科,22k-36k,"美资互联网,硅谷文化,技术导向,英文环境"
镁佳（北京）科技有限公司,镁佳,50-150人,天使轮,朝阳区,中高级运维工程师,3-5年,本科,15k-25k,"公司前景大,高科技行业,福利好,技术大牛"
北京韬睿智能科技有限公司,taurus.ai,15-50人,天使轮,西城区,运维工程师,不限,大专,8k-10k,金融科技，千万级天使轮创业公司
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,大数据运维工程师,3-5年,本科,15k-25k,"六险一金,弹性工作,福利补贴"
北京德生优品商贸有限公司,德生优品,15-50人,不需要融资,昌平区,应用运维工程师,5-10年,本科,10K-17K,"五险一金,福利好,季度奖金,狼性团队"
超对称（北京）科技有限公司,超对称,50-150人,A轮,朝阳区,大数据平台运维工程师,3-5年,本科,15k-30k,"精英团队,AI领域"
北京舟济科技有限公司,松鼠拼拼,500-2000人,A轮,东城区,高级运维工程师,不限,本科,20k-40k,氛围好
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,商业化高级运维工程师,5-10年,本科,30k-60k,"五险一金,免费班车,年底双薪,餐补"
北京巨洲云科技有限公司,巨洲云科技,150-500人,上市公司,朝阳区,高级运维工程师,5-10年,本科,15k-25k,"平台大,福利完善,发展好"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,网络运维工程师,应届毕业生,不限,10k-20k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
拉扎斯网络科技（上海）有限公司,饿了么,2000人以上,D轮及以上,海淀区,资深运维工程师,3-5年,本科,18k-28k,"优秀团队,个人提升,技能提升,薪资激励"
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,【社招】【搜狐-大数据中心】运维工程师（大数据方向）,不限,本科,15k-25k,平台大&amp;15天带薪年假&amp;团队氛围好
光环有云（北京）网络服务有限公司,光环有云,15-50人,不需要融资,朝阳区,实习运维工程师,应届毕业生,本科,2k-4k,"福利丰厚,职位发展空,弹性工时"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,自动化运维工程师,不限,本科,15k-30k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
北京精真估信息技术有限公司,精真估,150-500人,C轮,海淀区,高级应用运维工程师,5-10年,本科,23k-35k,B轮
包头市包银消费金融股份有限公司,包银消费金融,150-500人,不需要融资,朝阳区,应用运维工程师(J10163),3-5年,本科,10k-20k,"六险一金,年终奖,节日福利,定期体检"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,应用运维工程师(SQE),1-3年,本科,20k-40k,"六险一金,弹性办公,租房补贴,学霸团队"
北京北科博研科技有限公司,北科博研,15-50人,未融资,西城区,运维工程师,不限,不限,5k-9k,"氛围好,同事好,环境好,公司好"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,自动化运维工程师/网络研发,5-10年,本科,20k-40k,五险一金；餐补；免费班车
北京知行易航智能科技有限公司,易航智能,50-150人,B轮,朝阳区,IT运维工程师,3-5年,本科,10k-15k,"自动驾驶,创业公司,扁平管理,五险一金"
波塔斯（北京）科技有限公司,Travel-X,15-50人,A轮,东城区,运维工程师,3-5年,不限,6k-12k,"五险一金,早餐午餐,老板人好,紧邻地铁"
彩讯科技股份有限公司,彩讯股份,500-2000人,上市公司,东城区,运维工程师（实习生）,应届毕业生,本科,2k-4k,"导师跟踪,晋升空间"
北京龙盾数据有限公司,龙盾数据,50-150人,未融资,海淀区,运维工程师,3-5年,本科,10k-18k,六险一金；节日福利；朝九晚六；饭补交通补
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,网络运维工程师,3-5年,本科,20k-35k,"中国前三,七险一金,包三餐"
北京洛星智数技术有限公司,洛星智数,50-150人,未融资,西城区,数据平台运维工程师,3-5年,本科,10k-20k,"晋升空间,各种补助,带薪年假,生日礼金"
北京明略软件系统有限公司,明略数据,150-500人,C轮,海淀区,高级运维工程师,5-10年,本科,15k-26k,"运维,Hadoo,C轮融资,高成长公司"
泰达宏利基金管理有限公司,泰达宏利,50-150人,不需要融资,西城区,系统运维工程师,3-5年,本科,12k-18k,"五险一金,工作氛围好"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,影业-运维工程师,3-5年,本科,15k-30k,"晋升空间,学习机会,绩效奖金,年假12天"
包头市包银消费金融股份有限公司,包银消费金融,150-500人,不需要融资,朝阳区,大数据运维工程师J10075,3-5年,本科,20k-30k,"六险一金,带薪年假,定期团建,节日福利"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,网络运维工程师,1-3年,本科,15K-30K,三餐，免费班车，节日福利
太原罗克佳华工业有限公司,罗克佳华,500-2000人,未融资,通州区,软件运维主管,5-10年,大专,9k-15k,"软件开发,需求分析,大数据,组织协调"
鑫泰智能汽车科技(天津)有限公司,车联网,150-500人,不需要融资,海淀区,大数据运维工程师,3-5年,本科,20k-30k,"16薪,环境好,领导好,有前景"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,IT运维工程师岗,不限,本科,10k-20k,"IT运维,内部系统"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,高级系统运维工程师,1-3年,本科,10k-20k,待遇优厚，发展前景广阔
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,技术工程部-高级应用运维工程师,3-5年,本科,15k-30k,"搜索,运维"
透彻影像(北京)科技有限公司,透彻影像,15-50人,A轮,海淀区,运维工程师,1-3年,本科,10k-15k,"人工智能,医疗,绩效激励"
北京源泓炜烨软件技术有限公司,源泓炜烨,15-50人,未融资,昌平区,运维工程师,应届毕业生,大专,4k-8k,"下班早,五险一金,办公环境佳,简单开放"
成都我来啦网格信息技术有限公司,中邮速递易,2000人以上,上市公司,海淀区,高级运维工程师,3-5年,本科,12k-15k,"五险一金,丰富福利,弹性工作,轻松氛围"
北京云中融信网络科技有限公司,融云,150-500人,B轮,朝阳区,运维工程师,3-5年,大专,16k-25k,公司氛围，福利待遇，晋升空间
北京数介科技有限公司,北京数介科技有限公司,50-150人,A轮,西城区,运维工程师,1-3年,本科,6k-10k,"工作轻松,福利待遇好,能学到知识"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,呼叫中心话务系统运维工程师(J181009008),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
深圳市欣佳宏科技有限公司,欣佳宏科技,50-150人,不需要融资,海淀区,运维工程师,1-3年,本科,6K-8K,五险一金，法定节假日，提供住宿。
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,IT运维工程师（英文好）,1-3年,本科,9k-12k,上升空间大
北京华来荣信息技术有限公司,再来人,150-500人,A轮,海淀区,IT运维工程师,1-3年,本科,10k-15k,发展前景
星辰天合（北京）数据科技有限公司,XSKY,150-500人,C轮,海淀区,运维工程师,3-5年,大专,10k-15k,"扁平化管理,福利多多,晋升空间"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,系统运维工程师,1-3年,本科,15k-30k,竞争力薪酬、技术氛围好、上升空间大
中国科学院自动化研究所,中科院自动化所,500-2000人,未融资,海淀区,运维工程师,1-3年,本科,8k-15k,五险一金 年终奖 免费体检 工会福利
政府采购信息网,政府采购信息网,50-150人,不需要融资,丰台区,运维工程师,1-3年,大专,7k-14k,"五险一金,定期体检,节日福利,团队氛围"
北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,海淀区,运维工程师,1-3年,大专,7k-10k,外企、双休、五险一金、加班少
北京保利票务发展有限公司,北京,150-500人,未融资,东城区,高级运维工程师,5-10年,本科,15k-25k,"国企,福利好,领导好,发展空间大"
北京金山软件有限公司,金山办公软件,2000人以上,上市公司,海淀区,大数据运维工程师,1-3年,本科,15k-25k,"免费三餐,年终奖,免费健身房,年度旅游"
上海数据港股份有限公司,数据港,150-500人,不需要融资,丰台区,IT运维工程师,1-3年,本科,8k-12k,五险一金 上市公司
德讯科技股份有限公司,德讯,50-150人,未融资,西城区,运维工程师/系统工程师,1-3年,不限,6k-8k,"五险一金,员工体检,商业保险,绩效奖金"
环球合一网络技术（北京）股份有限公司,环球合一,150-500人,B轮,海淀区,高级运维工程师,3-5年,本科,15k-25k,"团队氛围好,补充保险,九险一金,学习型文化"
北京光宇在线科技有限责任公司,光宇游戏,2000人以上,上市公司,海淀区,系统运维工程师,应届毕业生,本科,7k-9k,"可转正,生日福利,免费住宿,免费晚餐"
北京会聚易捷信息技术有限公司,EventBank,50-150人,A轮,朝阳区,DevOps运维工程师、经理,5-10年,本科,20k-30k,五险一金、美资企业
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,运维工程师,1-3年,本科,15k-25k,"五险一金,节日福利,免费晚餐,茶歇水果"
北京香侬慧语科技有限责任公司,香侬科技,50-150人,A轮,海淀区,运维工程师,3-5年,本科,15k-30k,"核心团队,免费双餐,五险一金,扁平管理"
广联达科技股份有限公司,广联达科技,500-2000人,上市公司,海淀区,高级业务运维工程师,3-5年,大专,25k-35k,"上市公司,六险一金,免费班车,免费饭补"
北京赫德阳数据通信科技有限公司,赫德阳,15-50人,A轮,西城区,大数据运维工程师,3-5年,大专,15k-20k,薪资待遇高，团队活跃，发展前景好
北京星环互娱科技有限公司,星环互娱,50-150人,天使轮,海淀区,运维工程师,1-3年,大专,7k-12k,"扁平化管理,氛围轻松,公司餐,带薪年假"
泸州温洁科技有限公司,温洁科技有限公司,50-150人,A轮,朝阳区,运维工程师,不限,大专,7k-14k,内部培训，绩效奖金多，定期团建，可实习
完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,上市公司,朝阳区,游戏运维工程师(2458),1-3年,本科,10k-15k,"1,1"
深圳市众乐网视文化传播有限公司,众乐网视,150-500人,A轮,海淀区,资深互联网运维工程师,3-5年,本科,15k-30k,研发中心
北京慧点数码科技有限公司,慧点数码,50-150人,未融资,海淀区,it运维,1-3年,本科,5k-7k,社保
华风象辑（北京）气象科技有限公司,象辑科技,50-150人,B轮,海淀区,大数据运维工程师,3-5年,本科,15k-25k,"扁平化管理,13薪,福利好,晋升空间大"
鑫泰智能汽车科技(天津)有限公司,车联网,150-500人,不需要融资,东城区,DBA运维工程师,3-5年,本科,18k-30k,晋升空间大，办公环境好 ，领导NICE
纳米丽（北京）科技有限公司,纳米丽,50-150人,不需要融资,朝阳区,运维工程师,3-5年,大专,10k-20k,"带薪年假,五险一金,年底双薪"
北京每日优鲜便利购电子商务有限公司,每日优鲜便利购,2000人以上,B轮,朝阳区,大数据运维工程师,1-3年,本科,20k-40k,"六险一金,绩效奖金,技术大牛,领导好"
北京掌众金融信息服务有限公司,掌众金服,500-2000人,B轮,海淀区,大数据运维工程师,3-5年,本科,20k-40k,"14薪,七险一金,月度团建,独立办公楼"
北京链家房地产经纪有限公司立水桥北路店,链家,2000人以上,不需要融资,海淀区,大数据运维工程师,3-5年,本科,40k-80k,"Hadoo,数据开发,c++,Java"
高济（天津）投资有限公司,高济医疗,150-500人,不需要融资,东城区,运维工程师,3-5年,本科,12k-20k,"不打卡,平台好,领导好"
武汉昱然智能科技有限公司,昱然智能,15-50人,未融资,海淀区,自动化开发运维工程师,3-5年,本科,15k-25k,五险一金
